STT,Tên,Repo,Sao,License,Loại license,Mô tả,Nhóm,Kết luận,Lý do (tự động),Độ tin,Link
333,OpenPLC_v3,thiagoralves/OpenPLC_v3,1568,GPL-3.0,Copyleft,OpenPLC Runtime version 3,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/thiagoralves/OpenPLC_v3
334,OpenAIWorkshop,microsoft/OpenAIWorkshop,889,MIT,Mở,workshop materials to build intelligent solutions on Open AI,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/microsoft/OpenAIWorkshop
335,opendal,apache/opendal,5244,Apache-2.0,Mở,"Apache OpenDAL: One Layer, All Storage.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/apache/opendal
336,open-sauced,open-sauced/open-sauced,949,MIT,Mở,🍕  This is a project to identify your next open source contribution.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-sauced/open-sauced
337,azure-docs,MicrosoftDocs/azure-docs,10922,CC-BY-4.0,Khác,Open source documentation of Microsoft Azure,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/MicrosoftDocs/azure-docs
338,open-source-rover,nasa-jpl/open-source-rover,9528,Apache-2.0,Mở,"A build-it-yourself, 6-wheel rover based on the rovers on Mars!",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/nasa-jpl/open-source-rover
339,OpenDeepResearcher,mshumer/OpenDeepResearcher,2776,MIT,Mở,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/mshumer/OpenDeepResearcher
340,openwifi,open-sdr/openwifi,4716,AGPL-3.0,Copyleft,"open-source IEEE 802.11 WiFi baseband FPGA (chip) design: driver, software",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/open-sdr/openwifi
341,ics-openvpn,schwabe/ics-openvpn,3943,—,Không rõ,OpenVPN for Android,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/schwabe/ics-openvpn
342,OpenModelica,OpenModelica/OpenModelica,1357,NOASSERTION,Không rõ,OpenModelica is an open-source Modelica-based modeling and simulation environment intended for industrial and academic usage.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenModelica/OpenModelica
343,open-gpu-kernel-modules,NVIDIA/open-gpu-kernel-modules,17175,NOASSERTION,Không rõ,NVIDIA Linux open GPU kernel module source,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/NVIDIA/open-gpu-kernel-modules
344,freqtrade,freqtrade/freqtrade,52479,GPL-3.0,Copyleft,"Free, open source crypto trading bot",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/freqtrade/freqtrade
345,openalgo,marketcalls/openalgo,2292,AGPL-3.0,Copyleft,Open Source Algo Trading Platform for Everyone,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/marketcalls/openalgo
346,mlcourse.ai,Yorko/mlcourse.ai,10672,NOASSERTION,Không rõ,Open Machine Learning Course,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/Yorko/mlcourse.ai
347,VibeVoice,microsoft/VibeVoice,50170,MIT,Mở,Open-Source Frontier Voice AI,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/microsoft/VibeVoice
348,openupm,openupm/openupm,1885,BSD-3-Clause,Mở,OpenUPM - Open Source Unity Package Registry (UPM),?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openupm/openupm
349,openbay,isohuntto/openbay,3497,NOASSERTION,Không rõ,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/isohuntto/openbay
350,openai-java,TheoKanning/openai-java,4732,MIT,Mở,OpenAI Api Client in Java,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/TheoKanning/openai-java
351,openui,thesysdev/openui,8138,MIT,Mở,The Open Standard for Generative UI,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/thesysdev/openui
352,OpenBuilds-CAM,OpenBuilds/OpenBuilds-CAM,355,AGPL-3.0,Copyleft,Online CNC CAM System,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenBuilds/OpenBuilds-CAM
353,OpenCVTutorials,fendouai/OpenCVTutorials,1429,Apache-2.0,Mở,OpenCV-Python4.1 中文文档,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/fendouai/OpenCVTutorials
354,OpenLogi,AprilNEA/OpenLogi,6994,Apache-2.0,Mở,"⚡️A native, local-first alternative to Logitech Options+, written in Rust 🦀 — remap buttons, DPI, and SmartShift over HID++. No account, no telemetry.",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/AprilNEA/OpenLogi
355,openaddresses,openaddresses/openaddresses,3215,BSD-3-Clause,Mở,"A global repository of open address, building, and parcel data.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openaddresses/openaddresses
356,openkore,OpenKore/openkore,1495,NOASSERTION,Không rõ,A free/open source client and automation tool for Ragnarok Online,B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/OpenKore/openkore
357,openocd,openocd-org/openocd,2267,NOASSERTION,Không rõ,Official OpenOCD Read-Only Mirror (no pull requests),?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openocd-org/openocd
358,OpenMLDB,4paradigm/OpenMLDB,1696,Apache-2.0,Mở,OpenMLDB is an open-source machine learning database that provides a feature platform computing consistent features for training and inference.,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/4paradigm/OpenMLDB
359,OpenWHU,openwhu/OpenWHU,1686,—,Không rõ,武汉大学课程资料整理-WHU课代表计划,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openwhu/OpenWHU
360,OpenAI_Agent_Swarm,daveshap/OpenAI_Agent_Swarm,3101,MIT,Mở,"HAAS = Hierarchical Autonomous Agent Swarm - ""Resistance is futile!""",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/daveshap/OpenAI_Agent_Swarm
361,openmediavault,openmediavault/openmediavault,6857,NOASSERTION,Không rõ,openmediavault is the next generation network attached storage (NAS) solution based on Debian Linux. Thanks to the modular design of the framework it can be enhanced via plugins. openmediavault is pri,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openmediavault/openmediavault
362,OpenClaw-Medical-Skills,FreedomIntelligence/OpenClaw-Medical-Skills,2866,—,Không rõ,The largest open-source medical AI skills library for OpenClaw🦞.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/FreedomIntelligence/OpenClaw-Medical-Skills
363,open-instruct,allenai/open-instruct,3801,Apache-2.0,Mở,AllenAI's post-training codebase,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/allenai/open-instruct
364,openjdk,unofficial-openjdk/openjdk,2129,—,Không rõ,Do not send pull requests! Automated Git clone of various OpenJDK branches,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/unofficial-openjdk/openjdk
365,openvslam,xdspacelab/openvslam,2978,—,Không rõ,OpenVSLAM: A Versatile Visual SLAM Framework,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/xdspacelab/openvslam
366,OpenBK7231T_App,openshwprojects/OpenBK7231T_App,2217,—,Không rõ,"Open source firmware (Tasmota/Esphome replacement) for BK7231T, BK7231N, BL2028N, T34, XR809, W800/W801, W600/W601, BL602, LN882H, Realtek chips and more",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openshwprojects/OpenBK7231T_App
367,chatterbox,resemble-ai/chatterbox,25604,MIT,Mở,SoTA open-source TTS,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/resemble-ai/chatterbox
368,opencv-python,opencv/opencv-python,5325,MIT,Mở,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-contrib-python-headless packages.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/opencv/opencv-python
369,OpenPlanter,ShinMegamiBoson/OpenPlanter,1980,MIT,Mở,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/ShinMegamiBoson/OpenPlanter
370,odoo,odoo/odoo,53152,NOASSERTION,Không rõ,Odoo. Open Source Apps To Grow Your Business.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/odoo/odoo
371,OpenWorm,openworm/OpenWorm,3014,MIT,Mở,Repository for the main Dockerfile with the OpenWorm software stack and project-wide issues,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openworm/OpenWorm
372,OpenWPM,openwpm/OpenWPM,1415,NOASSERTION,Không rõ,A web privacy measurement framework,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openwpm/OpenWPM
373,ovs,openvswitch/ovs,3990,Apache-2.0,Mở,Open vSwitch,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openvswitch/ovs
374,Actions-OpenWrt,lgs2007m/Actions-OpenWrt,819,MIT,Mở,自用,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/lgs2007m/Actions-OpenWrt
375,OpenData,PKUJohnson/OpenData,1358,Apache-2.0,Mở,开源的金融投资数据提取工具，专注在各类网站上爬取数据，并通过简单易用的API方式使用,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/PKUJohnson/OpenData
376,open_llama,openlm-research/open_llama,7531,Apache-2.0,Mở,"OpenLLaMA, a permissively licensed open source reproduction of Meta AI’s LLaMA 7B trained on the RedPajama dataset",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openlm-research/open_llama
377,FireRed-OpenStoryline,FireRedTeam/FireRed-OpenStoryline,3123,Apache-2.0,Mở,"FireRed-OpenStoryline is an AI video editing agent that transforms manual editing into intention-driven directing through natural language interaction, LLM-powered planning, and precise tool orchestra",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/FireRedTeam/FireRed-OpenStoryline
378,openrazer,openrazer/openrazer,4410,GPL-2.0,Copyleft,Open source driver and user-space daemon to control Razer lighting and other features on GNU/Linux,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openrazer/openrazer
379,open-source-games,bobeff/open-source-games,13246,CC0-1.0,Khác,A list of open source games.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/bobeff/open-source-games
380,openwhispr,OpenWhispr/openwhispr,4684,MIT,Mở,Voice-to-text dictation app with local (Nvidia Parakeet/Whisper) and cloud models (BYOK). Privacy-first and available cross-platform.,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/OpenWhispr/openwhispr
381,openagent,the-open-agent/openagent,5424,Apache-2.0,Mở,"⚡️next-generation personal AI assistant powered by LLM, RAG and agent loops, supporting computer-use, browser-use and coding agent, demo: https://demo.openagentai.org",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/the-open-agent/openagent
382,android-open-project-analysis,android-cn/android-open-project-analysis,6572,Apache-2.0,Mở,"Analysis implementation of android open source project, 微信公众号:codekk, 网站:",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/android-cn/android-open-project-analysis
383,OpenWRTInvasion,acecilia/OpenWRTInvasion,1785,—,Không rõ,"Root shell exploit for several Xiaomi routers: 4A Gigabit, 4A 100M, 4, 4C, 3Gv2, 4Q, miWifi 3C...",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/acecilia/OpenWRTInvasion
384,openvdb,AcademySoftwareFoundation/openvdb,3342,Apache-2.0,Mở,OpenVDB - Sparse volume data structure and tools,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/AcademySoftwareFoundation/openvdb
385,OpenSSL,krzyzanowskim/OpenSSL,1021,NOASSERTION,Không rõ,"OpenSSL package for SwiftPM, CocoaPod, and Carthage, multiplatform",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/krzyzanowskim/OpenSSL
386,Open-Sora-Plan,PKU-YuanGroup/Open-Sora-Plan,12153,MIT,Mở,"This project aim to reproduce Sora (Open AI T2V model), we wish the open source community contribute to this project.",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/PKU-YuanGroup/Open-Sora-Plan
387,OpenID-Connect-Java-Spring-Server,mitreid-connect/OpenID-Connect-Java-Spring-Server,1506,NOASSERTION,Không rõ,An OpenID Connect reference implementation in Java on the Spring platform.,B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server
388,todogroup.org,todogroup/todogroup.org,278,NOASSERTION,Không rõ,"Official TODO Website that contains TODO Guides, OSPO use cases and more resources to advance in the OSPO journey",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/todogroup/todogroup.org
389,OpenOats,yazinsai/OpenOats,2492,MIT,Mở,A meeting note-taker that talks back.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/yazinsai/OpenOats
390,elasticsearch,elastic/elasticsearch,77566,NOASSERTION,Không rõ,"Free and Open Source, Distributed, RESTful Search Engine",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/elastic/elasticsearch
391,feishu-openai,ConnectAI-E/feishu-openai,5643,GPL-3.0,Copyleft,🎒 飞书  ×（GPT-4 + GPT-4V + DALL·E-3 + Whisper）=  飞一般的工作体验  🚀 语音对话、角色扮演、多话题讨论、图片创作、表格分析、文档导出 🚀,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/ConnectAI-E/feishu-openai
392,openbr,biometrics/openbr,2904,NOASSERTION,Không rõ,"Open Source Biometrics, Face Recognition",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/biometrics/openbr
393,openWakeWord,dscripka/openWakeWord,2549,Apache-2.0,Mở,An open-source audio wake word (or phrase) detection framework with a focus on performance and simplicity.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/dscripka/openWakeWord
394,open-event-server,fossasia/open-event-server,3006,GPL-3.0,Copyleft,The Open Event Organizer Server to Manage Events https://test-api.eventyay.com,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/fossasia/open-event-server
395,first-contributions,firstcontributions/first-contributions,55116,MIT,Mở,🚀✨ Help beginners to contribute to open source projects,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/firstcontributions/first-contributions
396,DOOM,id-Software/DOOM,19215,GPL-2.0,Copyleft,DOOM Open Source Release,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/id-Software/DOOM
397,OpenColorIO-Configs,imageworks/OpenColorIO-Configs,457,—,Không rõ,"Color Configurations for OpenColorIO -- OBSOLETE, use https://github.com/AcademySoftwareFoundation/OpenColorIO-Config-ACES",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/imageworks/OpenColorIO-Configs
398,OpenNMT-tf,OpenNMT/OpenNMT-tf,1484,MIT,Mở,Neural machine translation and sequence learning using TensorFlow,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenNMT/OpenNMT-tf
399,openai-quickstart-node,openai/openai-quickstart-node,2643,MIT,Mở,Node.js example app from the OpenAI API quickstart tutorial,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openai/openai-quickstart-node
400,OpenTimelineIO,AcademySoftwareFoundation/OpenTimelineIO,1924,Apache-2.0,Mở,Open Source API and interchange format for editorial timeline information.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/AcademySoftwareFoundation/OpenTimelineIO
401,open-zwave,OpenZWave/open-zwave,1056,LGPL-3.0,Copyleft,a C++ library to control Z-Wave Networks via a USB Z-Wave Controller.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenZWave/open-zwave
402,OpenAI-API-dotnet,OkGoDoIt/OpenAI-API-dotnet,1891,NOASSERTION,Không rõ,An unofficial C#/.NET SDK for accessing the OpenAI GPT-3 API,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OkGoDoIt/OpenAI-API-dotnet
403,fish-speech,fishaudio/fish-speech,31333,NOASSERTION,Không rõ,SOTA Open Source TTS,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/fishaudio/fish-speech
404,open-dev-data,electric-capital/open-dev-data,1948,NOASSERTION,Không rõ,"A taxonomy for open source cryptocurrency, blockchain, and decentralized ecosystems",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/electric-capital/open-dev-data
405,OpenRadioss,OpenRadioss/OpenRadioss,837,AGPL-3.0,Copyleft,"OpenRadioss is a powerful, industry-proven finite element solver for dynamic event analysis",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenRadioss/OpenRadioss
406,OpenJDK-Research,codefollower/OpenJDK-Research,898,GPL-2.0,Copyleft,OpenJDK(HotSpot JVM、Javac)源代码学习研究(包括代码注释、文档、用于代码分析的测试用例),C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/codefollower/OpenJDK-Research
407,OpenFarm,openfarmcc/OpenFarm,1729,MIT,Mở,A free and open database for farming and gardening knowledge. You can grow anything!,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openfarmcc/OpenFarm
408,open-slide,1weiho/open-slide,5909,MIT,Mở,A slide framework built for agents.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/1weiho/open-slide
409,opentelemetry-specification,open-telemetry/opentelemetry-specification,4286,Apache-2.0,Mở,Specifications for OpenTelemetry,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/open-telemetry/opentelemetry-specification
410,container-openldap,osixia/container-openldap,4221,MIT,Mở,OpenLDAP container image 🐳🪪🌴,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/osixia/container-openldap
411,opentelemetry-js,open-telemetry/opentelemetry-js,3419,Apache-2.0,Mở,OpenTelemetry JavaScript Client,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-telemetry/opentelemetry-js
412,OpenMS,OpenMS/OpenMS,608,NOASSERTION,Không rõ,The codebase of the OpenMS project,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenMS/OpenMS
413,openseadragon,openseadragon/openseadragon,3479,BSD-3-Clause,Mở,"An open-source, web-based viewer for zoomable images, implemented in pure JavaScript.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openseadragon/openseadragon
414,OpenNutriTracker,simonoppowa/OpenNutriTracker,2152,GPL-3.0,Copyleft,🍴 OpenNutriTracker is a free and open source calorie tracker with a focus on simplicity and privacy.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/simonoppowa/OpenNutriTracker
415,openfold,aqlaboratory/openfold,3398,Apache-2.0,Mở,"Trainable, memory-efficient, and GPU-friendly PyTorch reproduction of AlphaFold 2",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/aqlaboratory/openfold
416,opentelemetry.io,open-telemetry/opentelemetry.io,936,CC-BY-4.0,Khác,The OpenTelemetry website and documentation,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/open-telemetry/opentelemetry.io
417,opentx,opentx/opentx,2181,GPL-2.0,Copyleft,OpenTX custom firmware for Transmitters,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/opentx/opentx
418,OpenChronicle,Einsia/OpenChronicle,2799,MIT,Mở,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/Einsia/OpenChronicle
419,OpenClaw-bot-review,xmanrui/OpenClaw-bot-review,2011,MIT,Mở,A lightweight web dashboard for viewing all your OpenClaw Bots/Agents/Models/Sessions status at a glance.,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/xmanrui/OpenClaw-bot-review
420,OpenCombine,OpenCombine/OpenCombine,2796,MIT,Mở,Open source implementation of Apple's Combine framework for processing values over time.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenCombine/OpenCombine
421,Open3D-ML,isl-org/Open3D-ML,2314,NOASSERTION,Không rõ,An extension of Open3D to address 3D Machine Learning tasks,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/isl-org/Open3D-ML
422,openshift-docs,openshift/openshift-docs,870,Apache-2.0,Mở,OpenShift 3 and 4 product and community documentation,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openshift/openshift-docs
423,OpenGraphic,Gforcex/OpenGraphic,2263,—,Không rõ,Graphic Engine & Game Engine lists,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/Gforcex/OpenGraphic
424,openshare,100apps/openshare,3621,GPL-3.0,Copyleft,不用官方SDK，利用社交软件移动客户端(微信/QQ/微博/人人/支付宝)分享/登录/支付。,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/100apps/openshare
425,openbao,openbao/openbao,6733,MPL-2.0,Mở,"OpenBao is a software solution to manage, store, and distribute sensitive data including secrets, certificates, and keys.",A,Dựng cho CEO,"Quản lý bí mật (fork Vault), Docker, MPL-2.0 (đã kiểm)",Cao,https://github.com/openbao/openbao
426,open-meteo,open-meteo/open-meteo,5896,AGPL-3.0,Copyleft,Free Weather Forecast API for non-commercial use,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-meteo/open-meteo
427,opentrack,opentrack/opentrack,4989,—,Không rõ,"Head tracking software for MS Windows, Linux, and Apple OSX",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/opentrack/opentrack
428,opentk,opentk/opentk,3528,NOASSERTION,Không rõ,"The Open Toolkit library is a fast, low-level C# wrapper for OpenGL, OpenAL & OpenCL. It also includes windowing, mouse, keyboard and joystick input and a robust and fast math library, giving you ever",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/opentk/opentk
429,OpenBoardView,OpenBoardView/OpenBoardView,1751,NOASSERTION,Không rõ,View .brd files,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenBoardView/OpenBoardView
430,OpenCat-Old,PetoiCamp/OpenCat-Old,1372,—,Không rõ,A programmable and highly maneuverable robotic cat for STEM education and AI-enhanced services.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/PetoiCamp/OpenCat-Old
431,open_model_zoo,openvinotoolkit/open_model_zoo,4414,Apache-2.0,Mở,Pre-trained Deep Learning models and demos (high quality and extremely fast),?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openvinotoolkit/open_model_zoo
432,eliza,elizaOS/eliza,18775,MIT,Mở,Open source agentic operating system,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/elizaOS/eliza
433,openrocket,openrocket/openrocket,3001,NOASSERTION,Không rõ,Model-rocketry aerodynamics and trajectory simulation software,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openrocket/openrocket
434,opencog,opencog/opencog,2472,NOASSERTION,Không rõ,A framework for integrated Artificial Intelligence & Artificial General Intelligence (AGI),C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/opencog/opencog
435,openvino_notebooks,openvinotoolkit/openvino_notebooks,3186,Apache-2.0,Mở,📚 Jupyter notebook tutorials for OpenVINO™,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openvinotoolkit/openvino_notebooks
436,openmaptiles,openmaptiles/openmaptiles,3118,NOASSERTION,Không rõ,OpenMapTiles Vector Tile Schema Implementation,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openmaptiles/openmaptiles
437,awesome-opencode,awesome-opencode/awesome-opencode,9035,CC0-1.0,Khác,"A curated list of awesome plugins, themes, agents, projects, and resources for https://opencode.ai",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/awesome-opencode/awesome-opencode
438,open-keychain,open-keychain/open-keychain,2588,GPL-3.0,Copyleft,OpenKeychain is an OpenPGP implementation for Android.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-keychain/open-keychain
439,openmed,maziyarpanahi/openmed,4643,Apache-2.0,Mở,"Local-first healthcare AI: clinical NER & HIPAA PII de-identification that runs 100% on-device. 1,000+ medical models, 12 languages, Apple MLX + Python, no cloud, no patient data leaving your network.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/maziyarpanahi/openmed
440,openp2p,openp2p-cn/openp2p,2011,MIT,Mở,"OpenP2P is a lightweight P2P sharing network. Support Cone,Symmetric(NAT1-NAT4),UPNP,IPv6,both UDP&TCP punch. NAT travelsal, sdwan.(P2P内网穿透，组网，联机)",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/openp2p-cn/openp2p
441,open,xml94/open,65,—,Không rõ,open for other,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/xml94/open
442,OpenClaude-Portable,techjarves/OpenClaude-Portable,1091,MIT,Mở,Run Claude Code from a USB drive on any PC — no installation required.,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/techjarves/OpenClaude-Portable
443,open-event-frontend,fossasia/open-event-frontend,2343,Apache-2.0,Mở,The frontend for the Open Event API Server https://test.eventyay.com,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/fossasia/open-event-frontend
444,OpenAdapt,OpenAdaptAI/OpenAdapt,1649,MIT,Mở,"Compile a demonstrated GUI workflow into a deterministic, locally executable program. Zero model calls on healthy runs; governed repair; halts instead of guessing. Launcher for openadapt-flow: pip ins",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/OpenAdaptAI/OpenAdapt
445,openplayground,nat/openplayground,6352,MIT,Mở,An LLM playground you can run on your laptop,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/nat/openplayground
